score,label,bin_index,bin_left,bin_right,right_closed,x_mean,n,positive,proportion,CI_low,CI_high,label_definition_en,label_definition_zh
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,18,0.2,0.2117647058823529,False,0.2034283799752462,13741,4,0.0002910996288479,0.0001132086000379,0.0007483116187416,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,19,0.2117647058823529,0.2235294117647058,False,0.2171289504228377,5778,15,0.0025960539979231,0.0015739186247731,0.0042791403118508,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,20,0.2235294117647058,0.2352941176470588,False,0.2312174329699751,15485,21,0.0013561511139812,0.0008872145711156,0.002072429566412,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,21,0.2352941176470588,0.2470588235294117,False,0.2418971617062619,4472,18,0.0040250447227191,0.0025476061683466,0.0063538393335214,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,22,0.2470588235294117,0.2588235294117647,False,0.2509583596818997,7706,21,0.0027251492343628,0.0017831681495632,0.0041626686183572,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,23,0.2588235294117647,0.2705882352941176,False,0.2656515216793324,14826,23,0.0015513287467961,0.0010339951354768,0.0023268943898152,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,24,0.2705882352941176,0.2823529411764706,False,0.2753750459923482,8357,14,0.0016752423118343,0.0009982011676381,0.0028102024455055,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,25,0.2823529411764706,0.2941176470588235,False,0.2878602110171557,3693,37,0.0100189547793122,0.0072775936487109,0.0137786133019452,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,26,0.2941176470588235,0.3058823529411765,False,0.3000687303254187,10721,13,0.0012125734539688,0.0007087973891705,0.002073664145135,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,27,0.3058823529411765,0.3176470588235294,False,0.3111849566355221,7938,33,0.0041572184429327,0.0029617854369222,0.0058323285205056,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,28,0.3176470588235294,0.3294117647058823,False,0.3219750216099915,5809,7,0.0012050266827336,0.0005838443209057,0.0024854736618891,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,29,0.3294117647058823,0.3411764705882353,False,0.33367623735749,19654,79,0.0040195380075302,0.0032266745521899,0.0050062466034578,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,30,0.3411764705882353,0.3529411764705882,False,0.346836108244845,5776,35,0.0060595567867036,0.0043603498952764,0.0084153394288664,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,31,0.3529411764705882,0.3647058823529411,False,0.361164957479714,6418,11,0.0017139295730757,0.0009573237598685,0.0030666713802169,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,32,0.3647058823529411,0.3764705882352941,False,0.3695800876947787,13015,13,0.0009988474836726,0.0005838469219883,0.0017083277630698,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,33,0.3764705882352941,0.388235294117647,False,0.3841062544810792,4582,37,0.0080750763858577,0.0058642714638668,0.0111100307486462,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,34,0.388235294117647,0.4,False,0.3931998868425881,4186,10,0.0023889154323936,0.0012981544605409,0.0043921464864081,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,35,0.4,0.4117647058823529,False,0.4035257759468364,10038,8,0.0007969715082685,0.0004038987010414,0.0015719798170629,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,36,0.4117647058823529,0.4235294117647059,False,0.4209606213431122,8574,41,0.0047818987637042,0.0035270413375258,0.0064803083241332,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,37,0.4235294117647059,0.4352941176470588,False,0.4306277139909071,9633,26,0.0026990553306342,0.0018426357871477,0.0039519452547124,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,38,0.4352941176470588,0.4470588235294117,False,0.4417709128763705,3152,15,0.0047588832487309,0.0028861145212871,0.0078373198661108,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,39,0.4470588235294117,0.4588235294117647,False,0.4537352405778416,5318,13,0.0024445280180518,0.0014291939793046,0.0041781618676518,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,40,0.4588235294117647,0.4705882352941176,False,0.4649803126181968,9258,72,0.0077770576798444,0.0061805962656375,0.0097818297247031,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,41,0.4705882352941176,0.4823529411764706,False,0.4754075837700373,3917,2,0.000510594842992,0.0001400346917956,0.0018599081528845,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,42,0.4823529411764706,0.4941176470588235,False,0.4866767407621785,2976,10,0.0033602150537634,0.0018262516212733,0.0061746635784666,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,43,0.4941176470588235,0.5058823529411764,False,0.4999885544503591,24555,160,0.0065159845245367,0.0055839481273458,0.0076024010481108,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,44,0.5058823529411764,0.5176470588235293,False,0.5131916083403544,2936,9,0.0030653950953678,0.0016135722920114,0.0058158959723948,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,45,0.5176470588235293,0.5294117647058824,False,0.5249707623229539,4213,5,0.0011868027533823,0.0005070343972768,0.0027753889415804,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,46,0.5294117647058824,0.5411764705882353,False,0.5354796338879093,7299,91,0.0124674612960679,0.0101661478678404,0.0152816808805471,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,47,0.5411764705882353,0.5529411764705883,False,0.5460447405764084,3976,4,0.0010060362173038,0.0003912952106148,0.0025840642209648,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,48,0.5529411764705883,0.5647058823529412,False,0.5573994101687283,2672,27,0.0101047904191616,0.0069539267112054,0.014662248877234,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,49,0.5647058823529412,0.5764705882352941,False,0.5701317116037831,7075,38,0.0053710247349823,0.0039157630231413,0.0073631248125519,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,50,0.5764705882352941,0.5882352941176471,False,0.5789057771811102,7986,65,0.0081392436764337,0.0063914477598837,0.01036000588416,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,51,0.5882352941176471,0.6,False,0.5927739388048627,2481,6,0.0024183796856106,0.001108821846363,0.0052664174126488,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,52,0.6,0.611764705882353,False,0.6034329996553761,5549,12,0.0021625518111371,0.0012375335195535,0.0037763785518,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,53,0.611764705882353,0.6235294117647059,False,0.6155506396517074,3526,54,0.0153148043108338,0.0117569642771379,0.0199275915663587,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,54,0.6235294117647059,0.6352941176470588,False,0.6297285791564323,6457,31,0.004800991172371,0.0033844192961899,0.0068064295646505,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,55,0.6352941176470588,0.6470588235294118,False,0.6378047425507756,3940,12,0.0030456852791878,0.0017431521523167,0.0053163250379807,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,56,0.6470588235294118,0.6588235294117647,False,0.6532308656318361,5482,72,0.0131338927398759,0.0104429162748697,0.0165067248933014,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,57,0.6588235294117647,0.6705882352941176,False,0.6665164478892784,16980,142,0.0083627797408716,0.007099910300713,0.0098480492948,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,58,0.6705882352941176,0.6823529411764706,False,0.6773384793229368,3256,11,0.0033783783783783,0.0018875076232966,0.0060397057541425,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,59,0.6823529411764706,0.6941176470588235,False,0.6906188882539903,5923,74,0.0124936687489447,0.0099642280743664,0.0156550600195835,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,60,0.6941176470588235,0.7058823529411764,False,0.6986799492692545,6469,17,0.0026279177616324,0.0016414435026553,0.004204746159402,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,61,0.7058823529411764,0.7176470588235294,False,0.7133833806079841,2667,25,0.009373828271466,0.0063574087082248,0.0138015785064141,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,62,0.7176470588235294,0.7294117647058823,False,0.7249730349485336,6528,28,0.0042892156862745,0.0029693170852352,0.0061921818883632,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,63,0.7294117647058823,0.7411764705882353,False,0.7327643472229514,8436,97,0.0114983404457088,0.0094353371034293,0.0140060343709038,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,64,0.7411764705882353,0.7529411764705882,False,0.7488251637841836,10284,69,0.0067094515752625,0.0053054344467976,0.0084818560541733,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,65,0.7529411764705882,0.7647058823529411,False,0.7578999342973529,3841,17,0.0044259307472012,0.0027652332590114,0.0070769043755272,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,66,0.7647058823529411,0.7764705882352941,False,0.7688135434005253,9973,84,0.0084227414017848,0.0068088028620781,0.0104152313705963,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,67,0.7764705882352941,0.788235294117647,False,0.7843730515688484,5254,22,0.0041872858774267,0.0027669213907533,0.0063321469617992,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,68,0.788235294117647,0.8,False,0.7915843189436804,4406,15,0.0034044484793463,0.0020642752640183,0.0056098008080371,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,69,0.8,0.8117647058823529,False,0.8047906315675541,6774,106,0.0156480661352229,0.0129551931193939,0.0188899688148377,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,70,0.8117647058823529,0.8235294117647058,False,0.816953617225101,7882,33,0.0041867546308043,0.0029828388941402,0.0058737250103462,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,71,0.8235294117647058,0.8352941176470589,False,0.833076449785519,13951,188,0.0134757365063436,0.0116919798352505,0.0155273518885506,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,72,0.8352941176470589,0.8470588235294118,False,0.8422371938107626,6764,118,0.017445298639858,0.0145880152540885,0.0208503826871195,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,73,0.8470588235294118,0.8588235294117647,False,0.8522903529160536,6233,58,0.0093053104444087,0.0072055795003377,0.0120095087157021,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,74,0.8588235294117647,0.8705882352941177,False,0.8647627909241619,7542,52,0.0068947228851763,0.005261927946437,0.0090295807486777,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,75,0.8705882352941177,0.8823529411764706,False,0.8762116786498361,8260,83,0.010048426150121,0.0081137837197733,0.0124385779956619,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,76,0.8823529411764706,0.8941176470588235,False,0.8860960682616551,6556,186,0.0283709579011592,0.0246198602954736,0.0326744296930928,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,77,0.8941176470588235,0.9058823529411764,False,0.898700203568825,6267,63,0.0100526567735758,0.0078655585364998,0.0128400293297116,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,78,0.9058823529411764,0.9176470588235294,False,0.910333016597776,7909,78,0.0098621823239347,0.0079098770292054,0.0122903834780379,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,79,0.9176470588235294,0.9294117647058824,False,0.9233464340306546,4243,191,0.0450153193495168,0.0391774891432736,0.0516762577088253,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,80,0.9294117647058824,0.9411764705882352,False,0.9344623659722991,8221,124,0.0150833231966914,0.0126659855757959,0.0179536269822805,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,81,0.9411764705882352,0.9529411764705882,False,0.946780060249104,2467,76,0.030806647750304,0.024683941069592,0.0383882800412984,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,82,0.9529411764705882,0.9647058823529412,False,0.9584417282305692,7928,316,0.0398587285570131,0.0357706444061108,0.0443925134333085,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,83,0.9647058823529412,0.976470588235294,False,0.9680297242038112,6796,189,0.02781047675103,0.0241599249058591,0.0319945400376393,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,84,0.976470588235294,0.9882352941176472,False,0.9788094226313556,2264,74,0.0326855123674911,0.026116219802193,0.0408379573648712,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
power_availability,strict_own_traceroute_target_preceding_public_intermediate_hop,85,0.9882352941176472,1.0,True,0.9999004001031164,83841,2968,0.0354003411218854,0.0341706481962223,0.0366726065046404,Public intermediate-hop IP strictly observed before the target in contemporaneous own-traceroute paths,从同期自有 traceroute 路径中严格提取的目标前公网中间跳 IP
