merge_group_id,record_count_merged,record_ids_merged,event_date,admin1,admin2,operator,scope_type,consumer_class,restriction_type,queue_count,queue_ids_merged,planned_start_local,planned_end_local,actual_start_local,actual_end_local,planned_start_utc,planned_end_utc,actual_start_utc,actual_end_utc,timezone_name,status,confidence,schedule_version,announced_at_utc,emergency_override,attack_recovery_confounded,technical_outage_confounded,weather_confounded,confound_scope,affected_admin1,source_authority,source_url,verified_source_url,source_grade,evidence_rank,actual_time_semantics,execution_event_ids,key_event_ids,methodology_rule_ids,source_note,verification_note_zh,v40_action_summary,experiment_use_v40,audit_version,schedule_positive,confound_free,record_id,segment_id,schema_version,record_role,scope_type_norm,status_norm,queue_id,local_start,local_end,start_utc,end_utc,verified_at_utc,interval_valid,analysis_eligible,publication_eligible,final_version,event_id,independence_cluster,geo_scope_precision
MGV40_0011,1,R20240603_NAT_001,2024-06-03,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-03 00:00:00+03:00,2024-06-04 00:00:00+03:00,,,2024-06-02 21:00:00+00:00,2024-06-03 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,medium,final_dispatch,,0,0,0,0,,,official_tso_archive,https://t.me/s/Ukrenergo?before=2905,https://t.me/s/Ukrenergo?before=2905,primary,5,not_populated,,,MR20240608_QUEUE_DISPATCH_SEMANTIC_BREAK|MR20241210_REGULATOR_ACTUAL_VS_PLAN,,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0011,MGV40_0011,v4.0,planned_or_final_dispatch,national,dispatch_confirmed,,2024-06-03 00:00:00+03:00,2024-06-04 00:00:00+03:00,2024-06-02 21:00:00+00:00,2024-06-03 21:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L3_national
MGV40_0012,1,R20240603_CHK_QSET_01_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,1,2024-06-03 03:00:00+03:00,2024-06-03 04:00:00+03:00,,,2024-06-03 00:00:00+00:00,2024-06-03 01:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0012,MGV40_0012,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,1,2024-06-03 03:00:00+03:00,2024-06-03 04:00:00+03:00,2024-06-03 00:00:00+00:00,2024-06-03 01:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0013,1,R20240603_CHK_QSET_02_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"2,3",2024-06-03 04:00:00+03:00,2024-06-03 06:00:00+03:00,,,2024-06-03 01:00:00+00:00,2024-06-03 03:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0013,MGV40_0013,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"2,3",2024-06-03 04:00:00+03:00,2024-06-03 06:00:00+03:00,2024-06-03 01:00:00+00:00,2024-06-03 03:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0014,1,R20240603_CHK_QSET_03_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"4,5",2024-06-03 06:00:00+03:00,2024-06-03 08:00:00+03:00,,,2024-06-03 03:00:00+00:00,2024-06-03 05:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0014,MGV40_0014,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"4,5",2024-06-03 06:00:00+03:00,2024-06-03 08:00:00+03:00,2024-06-03 03:00:00+00:00,2024-06-03 05:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0015,1,R20240603_CHK_QSET_04_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,6,2024-06-03 08:00:00+03:00,2024-06-03 10:00:00+03:00,,,2024-06-03 05:00:00+00:00,2024-06-03 07:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0015,MGV40_0015,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,6,2024-06-03 08:00:00+03:00,2024-06-03 10:00:00+03:00,2024-06-03 05:00:00+00:00,2024-06-03 07:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0016,1,R20240603_CHK_QSET_05_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"1,2",2024-06-03 10:00:00+03:00,2024-06-03 12:00:00+03:00,,,2024-06-03 07:00:00+00:00,2024-06-03 09:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0016,MGV40_0016,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"1,2",2024-06-03 10:00:00+03:00,2024-06-03 12:00:00+03:00,2024-06-03 07:00:00+00:00,2024-06-03 09:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0017,1,R20240603_CHK_QSET_06_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"3,4",2024-06-03 12:00:00+03:00,2024-06-03 14:00:00+03:00,,,2024-06-03 09:00:00+00:00,2024-06-03 11:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0017,MGV40_0017,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"3,4",2024-06-03 12:00:00+03:00,2024-06-03 14:00:00+03:00,2024-06-03 09:00:00+00:00,2024-06-03 11:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0018,1,R20240603_CHK_QSET_07_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"5,6",2024-06-03 14:00:00+03:00,2024-06-03 16:00:00+03:00,,,2024-06-03 11:00:00+00:00,2024-06-03 13:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0018,MGV40_0018,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"5,6",2024-06-03 14:00:00+03:00,2024-06-03 16:00:00+03:00,2024-06-03 11:00:00+00:00,2024-06-03 13:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0019,1,R20240603_CHK_QSET_08_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"1,2",2024-06-03 16:00:00+03:00,2024-06-03 18:00:00+03:00,,,2024-06-03 13:00:00+00:00,2024-06-03 15:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0019,MGV40_0019,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"1,2",2024-06-03 16:00:00+03:00,2024-06-03 18:00:00+03:00,2024-06-03 13:00:00+00:00,2024-06-03 15:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0020,1,R20240603_CHK_QSET_09_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"3,4",2024-06-03 18:00:00+03:00,2024-06-03 20:00:00+03:00,,,2024-06-03 15:00:00+00:00,2024-06-03 17:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0020,MGV40_0020,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"3,4",2024-06-03 18:00:00+03:00,2024-06-03 20:00:00+03:00,2024-06-03 15:00:00+00:00,2024-06-03 17:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0021,1,R20240603_CHK_QSET_10_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"5,6",2024-06-03 20:00:00+03:00,2024-06-03 22:00:00+03:00,,,2024-06-03 17:00:00+00:00,2024-06-03 19:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0021,MGV40_0021,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"5,6",2024-06-03 20:00:00+03:00,2024-06-03 22:00:00+03:00,2024-06-03 17:00:00+00:00,2024-06-03 19:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0022,1,R20240603_CHK_QSET_11_V36,2024-06-03,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"1,2",2024-06-03 22:00:00+03:00,2024-06-04 00:00:00+03:00,,,2024-06-03 19:00:00+00:00,2024-06-03 21:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/263,https://t.me/s/pat_cherkasyoblenergo/263,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0022,MGV40_0022,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"1,2",2024-06-03 22:00:00+03:00,2024-06-04 00:00:00+03:00,2024-06-03 19:00:00+00:00,2024-06-03 21:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_operator_admin1_proxy
MGV40_0023,1,R20240603_VOL_OBL_001,2024-06-03,Volyn Oblast,,Volynoblenergo,oblast,household_general,hourly_schedule,,,2024-06-03 00:00:00+03:00,2024-06-04 00:00:00+03:00,,,2024-06-02 21:00:00+00:00,2024-06-03 21:00:00+00:00,,,Europe/Kyiv,confirmed,high,official_dso_final,,0,0,0,0,,Volyn Oblast,official_dso,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,primary,5,not_populated,,,,Volynoblenergo continuously updated official GPV/GAV/SGAV archive; final daily window reconstructed from same-day revisions where explicitly published.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0023,MGV40_0023,v4.0,planned_or_final_dispatch,oblast,confirmed,,2024-06-03 00:00:00+03:00,2024-06-04 00:00:00+03:00,2024-06-02 21:00:00+00:00,2024-06-03 21:00:00+00:00,,1,1,1,1,E20240603_V4,V4_DATE_20240603,L2_admin1
