record_id,event_date,admin1,admin2,operator,scope_type,consumer_class,restriction_type,queue_count,queue_id,planned_start_local,planned_end_local,actual_start_local,actual_end_local,planned_start_utc,planned_end_utc,actual_start_utc,actual_end_utc,timezone_name,status,confidence,impact_note,schedule_version,announced_at_utc,supersedes_record_id,emergency_override,attack_recovery_confounded,technical_outage_confounded,weather_confounded,analysis_eligible,publication_eligible,source_authority,source_url,source_note,confound_scope,affected_admin1,key_event_ids,execution_event_ids,methodology_rule_ids,explanation_zh,status_norm,scope_type_norm,restriction_type_norm,source_grade,evidence_rank,actual_time_semantics,record_role,schema_version
R20240609_VER_001,2024-06-09,ALL,,Ukrenergo,national,household_general,no_restriction,0,,2024-06-09 00:00:00+03:00,2024-06-10 00:00:00+03:00,,,2024-06-08 21:00:00+00:00,2024-06-09 21:00:00+00:00,,,Europe/Kyiv,no_restriction,high,"Final nationwide state for 9 June: Ukrenergo cancelled the previously announced 20:00–22:00 hourly outage schedules for both household and industrial consumers. This is a final scheduled-restriction q0 control, not proof that no local technical/combat outage occurred. Confidence: high.",same_day_final,,R20240609_NAT_001,0,0,0,0,1,1,official_tso_statement_via_dated_media,https://portal.lviv.ua/news/2024/06/09/ukrenerho-ne-planuie-vymykaty-svitlo-9-chervnia,Corroborated by Poltavaoblenergo official archive and multiple same-day reports quoting Ukrenergo.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Final nationwide state for 9 June: Ukrenergo cancelled the previously announced 20:00–22:00 hourly outage schedules for both household and industrial consumers. This is a final scheduled-restriction q0 control, not proof that no local technical/combat outage occurred. Confidence: high.【置信度：high】",no_restriction,national,no_restriction,near_primary,4,not_populated,execution_override,v3.0
R20240609_NAT_001,2024-06-09,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-09 20:00:00+03:00,2024-06-09 22:00:00+03:00,,,2024-06-09 17:00:00+00:00,2024-06-09 19:00:00+00:00,,,Europe/Kyiv,superseded,high,"Initial nationwide forecast called for hourly outages from 20:00–22:00, but Ukrenergo cancelled the schedules on 9 June because weekend demand fell and a nuclear unit returned to service. This row is retained only as a superseded version; it must not be used as the final outage exposure. Confidence: high.",initial_forecast,,,0,0,0,0,0,0,official_local_government_relay_of_ukrenergo,https://smr.gov.ua/uk/novini/pro-golovne/31198-enerhetyky-povidomliaiut-pro-zastosuvannia-hrafikiv-vidkliuchen-9-chervnia.html,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Initial nationwide forecast called for hourly outages from 20:00–22:00, but Ukrenergo cancelled the schedules on 9 June because weekend demand fell and a nuclear unit returned to service. This row is retained only as a superseded version; it must not be used as the final outage exposure. Confidence: high.【置信度：high】",superseded,national,GPV,near_primary,4,not_populated,historical_version,v3.0
R20240610_NAT_001,2024-06-10,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-10 16:00:00+03:00,2024-06-10 22:00:00+03:00,,,2024-06-10 13:00:00+00:00,2024-06-10 19:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,官方能够确认计划限电/小时停电表在该时段生效，但未可靠恢复全国同时启用的队列数量，因此 queue_count 留空，避免伪造强度。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2957,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,官方能够确认计划限电/小时停电表在该时段生效，但未可靠恢复全国同时启用的队列数量，因此 queue_count 留空，避免伪造强度。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240611_NAT_001,2024-06-11,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-11 14:00:00+03:00,2024-06-11 23:00:00+03:00,,,2024-06-11 11:00:00+00:00,2024-06-11 20:00:00+00:00,,,Europe/Kyiv,extended,high,当天计划曾调整，最终小时停电表延长至约 14:00–23:00；全国同时启用几组未可靠恢复，因此 queue_count 留空。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2959,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,当天计划曾调整，最终小时停电表延长至约 14:00–23:00；全国同时启用几组未可靠恢复，因此 queue_count 留空。 置信度：high。【置信度：high】,extended,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240612_NAT_001,2024-06-12,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-12 15:00:00+03:00,2024-06-12 23:00:00+03:00,,,2024-06-12 12:00:00+00:00,2024-06-12 20:00:00+00:00,,,Europe/Kyiv,superseded,high,"Initial nationwide plan for 12 June was 15:00–23:00. It was shortened twice on the same day, first to 17:00–23:00 and finally to 19:00–23:00. Retained only as version history. Confidence: high.",initial_forecast,,,0,0,0,0,0,0,official_tso_statement_via_dated_media,https://ua.interfax.com.ua/news/economic/992846.html,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Initial nationwide plan for 12 June was 15:00–23:00. It was shortened twice on the same day, first to 17:00–23:00 and finally to 19:00–23:00. Retained only as version history. Confidence: high.【置信度：high】",superseded,national,GPV,near_primary,4,not_populated,historical_version,v3.0
R20240612_VER_001,2024-06-12,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-12 17:00:00+03:00,2024-06-12 23:00:00+03:00,,,2024-06-12 14:00:00+00:00,2024-06-12 20:00:00+00:00,,,Europe/Kyiv,superseded,high,"First same-day revision of the 12 June national outage window: Ukrenergo moved the start from 15:00 to 17:00. A later revision moved the start again to 19:00, so this row is superseded. queue_count is intentionally blank because this record describes the active window, not a recovered uniform queue intensity. Confidence: high.",same_day_update_1,,R20240612_NAT_001,0,0,0,0,0,0,official_dso_relay_of_ukrenergo,https://t.me/s/poltavaoe?before=1268,Poltavaoblenergo official post at the time; Volynoblenergo independently shows the same revision.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"First same-day revision of the 12 June national outage window: Ukrenergo moved the start from 15:00 to 17:00. A later revision moved the start again to 19:00, so this row is superseded. queue_count is intentionally blank because this record describes the active window, not a recovered uniform queue intensity. Confidence: high.【置信度：high】",superseded,national,GPV,secondary,3,not_populated,historical_version,v3.0
R20240612_VER_002,2024-06-12,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-12 19:00:00+03:00,2024-06-12 23:00:00+03:00,,,2024-06-12 16:00:00+00:00,2024-06-12 20:00:00+00:00,,,Europe/Kyiv,updated,high,"Final nationwide hourly-outage window on 12 June was 19:00–23:00 for all oblenenergo, after earlier forecasts of 15:00 and then 17:00 starts. queue_count remains blank because the recoverable evidence supports the final national time window, not one uniform physical queue assignment. Confidence: high.",same_day_final,,R20240612_VER_001,0,0,0,0,1,1,official_tso_statement_via_dated_media,https://www.radiosvoboda.org/a/news-hrafiky-vidklyuchennya-svitla/32989890.html,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Final nationwide hourly-outage window on 12 June was 19:00–23:00 for all oblenenergo, after earlier forecasts of 15:00 and then 17:00 starts. queue_count remains blank because the recoverable evidence supports the final national time window, not one uniform physical queue assignment. Confidence: high.【置信度：high】",updated,national,GPV,near_primary,4,not_populated,planned_or_final_dispatch,v3.0
R20240613_NAT_001,2024-06-13,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-13 20:00:00+03:00,2024-06-13 22:00:00+03:00,,,2024-06-13 17:00:00+00:00,2024-06-13 19:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,官方能够确认计划限电/小时停电表在该时段生效，但未可靠恢复全国同时启用的队列数量，因此 queue_count 留空，避免伪造强度。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2962,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,官方能够确认计划限电/小时停电表在该时段生效，但未可靠恢复全国同时启用的队列数量，因此 queue_count 留空，避免伪造强度。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240614_NAT_001,2024-06-14,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-14 14:00:00+03:00,2024-06-14 22:00:00+03:00,,,2024-06-14 11:00:00+00:00,2024-06-14 19:00:00+00:00,,,Europe/Kyiv,extended,medium,最终执行窗口较前一版预告提前开始，约为 14:00–22:00；强度未可靠恢复。保留为计划变更样本。 置信度：medium。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2965,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,最终执行窗口较前一版预告提前开始，约为 14:00–22:00；强度未可靠恢复。保留为计划变更样本。 置信度：medium。【置信度：medium】,extended,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240615_NAT_001,2024-06-15,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-06-15 08:00:00+03:00,2024-06-15 16:00:00+03:00,,,2024-06-15 05:00:00+00:00,2024-06-15 13:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,medium,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。,final_dispatch,,,0,0,0,1,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2967,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。【置信度：medium】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240615_ZP_001,2024-06-15,Zaporizhzhia Oblast,,Zaporizhzhyaoblenergo,oblast,household_general,hourly_schedule,,1,2024-06-15 08:00:00+03:00,2024-06-15 12:00:00+03:00,2024-06-15 08:00:00+03:00,2024-06-15 12:00:00+03:00,2024-06-15 05:00:00+00:00,2024-06-15 09:00:00+00:00,2024-06-15 05:00:00+00:00,2024-06-15 09:00:00+00:00,Europe/Kyiv,confirmed,high,Zaporizhzhia queue 1 scheduled for 08:00–12:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.,daily_schedule,,,0,0,0,1,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=748,Official DSO archive; broad archive locator should be snapshotted to an exact immutable message before publication.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Zaporizhzhia queue 1 scheduled for 08:00–12:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.【置信度：high】,confirmed,oblast,GPV,primary,5,deprecated_confirmed_dispatch_window_not_physical_switch,planned_or_final_dispatch,v3.0
R20240615_ZP_002,2024-06-15,Zaporizhzhia Oblast,,Zaporizhzhyaoblenergo,oblast,household_general,hourly_schedule,,2,2024-06-15 12:00:00+03:00,2024-06-15 16:00:00+03:00,2024-06-15 12:00:00+03:00,2024-06-15 16:00:00+03:00,2024-06-15 09:00:00+00:00,2024-06-15 13:00:00+00:00,2024-06-15 09:00:00+00:00,2024-06-15 13:00:00+00:00,Europe/Kyiv,confirmed,high,Zaporizhzhia queue 2 scheduled for 12:00–16:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.,daily_schedule,,,0,0,0,1,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=748,Official DSO archive; broad archive locator should be snapshotted to an exact immutable message before publication.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Zaporizhzhia queue 2 scheduled for 12:00–16:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.【置信度：high】,confirmed,oblast,GPV,primary,5,deprecated_confirmed_dispatch_window_not_physical_switch,planned_or_final_dispatch,v3.0
R20240615_NAT_002,2024-06-15,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-06-15 16:00:00+03:00,2024-06-15 20:00:00+03:00,,,2024-06-15 13:00:00+00:00,2024-06-15 17:00:00+00:00,,,Europe/Kyiv,partial,medium,"National-level two-queue intensity was announced for 16:00–20:00, but a same-day Ukrenergo instruction reduced the restriction in Zaporizhzhia: queue 4 was cancelled and only queue 3 remained. The fully revised nationwide queue_count has not been recovered with enough confidence, so this national row must not be treated as a final all-region q2 exposure. Confidence: medium.",national_initial_or_pre_reduction,,,0,0,0,1,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=748,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"National-level two-queue intensity was announced for 16:00–20:00, but a same-day Ukrenergo instruction reduced the restriction in Zaporizhzhia: queue 4 was cancelled and only queue 3 remained. The fully revised nationwide queue_count has not been recovered with enough confidence, so this national row must not be treated as a final all-region q2 exposure. Confidence: medium.【置信度：medium】",partial,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240615_ZP_003,2024-06-15,Zaporizhzhia Oblast,,Zaporizhzhyaoblenergo,oblast,household_general,hourly_schedule,,3,2024-06-15 16:00:00+03:00,2024-06-15 20:00:00+03:00,2024-06-15 16:00:00+03:00,2024-06-15 20:00:00+03:00,2024-06-15 13:00:00+00:00,2024-06-15 17:00:00+00:00,2024-06-15 13:00:00+00:00,2024-06-15 17:00:00+00:00,Europe/Kyiv,confirmed,high,"After the same-day reduction, queue 3 remained scheduled for 16:00–20:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.",same_day_final,,,0,0,0,1,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=748,Official DSO archive; broad archive locator should be snapshotted to an exact immutable message before publication.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"After the same-day reduction, queue 3 remained scheduled for 16:00–20:00. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.【置信度：high】",confirmed,oblast,GPV,primary,5,deprecated_confirmed_dispatch_window_not_physical_switch,planned_or_final_dispatch,v3.0
R20240615_ZP_004,2024-06-15,Zaporizhzhia Oblast,,Zaporizhzhyaoblenergo,oblast,household_general,hourly_schedule,,4,2024-06-15 16:00:00+03:00,2024-06-15 20:00:00+03:00,,,2024-06-15 13:00:00+00:00,2024-06-15 17:00:00+00:00,,,Europe/Kyiv,cancelled,high,"Queue 4 was originally scheduled together with queue 3, then explicitly cancelled by a same-day Ukrenergo instruction. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.",same_day_final,,,0,0,0,1,0,0,official_dso,https://t.me/s/Zaporizhzhyaoblenergo_news?before=748,Official DSO archive; broad archive locator should be snapshotted to an exact immutable message before publication.,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,"Queue 4 was originally scheduled together with queue 3, then explicitly cancelled by a same-day Ukrenergo instruction. This queue_id is meaningful only inside Zaporizhzhyaoblenergo and must not be equated with queue 1/2/etc. in another DSO. The day was also weather/generation-confounded. Confidence: high.【置信度：high】",cancelled,oblast,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240615_NAT_003,2024-06-15,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-06-15 20:00:00+03:00,2024-06-15 23:00:00+03:00,,,2024-06-15 17:00:00+00:00,2024-06-15 20:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,medium,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。,final_dispatch,,,0,0,0,1,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=2967,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。【置信度：medium】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
